Doc_ID,tfidf_svd_1,tfidf_svd_2,tfidf_svd_3,tfidf_svd_4,tfidf_svd_5,tfidf_svd_6,tfidf_svd_7,tfidf_svd_8,tfidf_svd_9,tfidf_svd_10,tfidf_svd_11,tfidf_svd_12,tfidf_svd_13,tfidf_svd_14,tfidf_svd_15,tfidf_svd_16,tfidf_svd_17,tfidf_svd_18,tfidf_svd_19,tfidf_svd_20,tfidf_svd_21,tfidf_svd_22,tfidf_svd_23,tfidf_svd_24,tfidf_svd_25,tfidf_svd_26,tfidf_svd_27,tfidf_svd_28,tfidf_svd_29,tfidf_svd_30,tfidf_svd_31,tfidf_svd_32,tfidf_svd_33,tfidf_svd_34,tfidf_svd_35,tfidf_svd_36,tfidf_svd_37,tfidf_svd_38,tfidf_svd_39,tfidf_svd_40,tfidf_svd_41,tfidf_svd_42,tfidf_svd_43,tfidf_svd_44,tfidf_svd_45,tfidf_svd_46,tfidf_svd_47,tfidf_svd_48,tfidf_svd_49,tfidf_svd_50,tfidf_svd_51,tfidf_svd_52,tfidf_svd_53,tfidf_svd_54,tfidf_svd_55,tfidf_svd_56,tfidf_svd_57,tfidf_svd_58,tfidf_svd_59,tfidf_svd_60,tfidf_svd_61,tfidf_svd_62,tfidf_svd_63,tfidf_svd_64,tfidf_svd_65,tfidf_svd_66,tfidf_svd_67,tfidf_svd_68,tfidf_svd_69,tfidf_svd_70,tfidf_svd_71,tfidf_svd_72,tfidf_svd_73,tfidf_svd_74,tfidf_svd_75,tfidf_svd_76,tfidf_svd_77,tfidf_svd_78,tfidf_svd_79,tfidf_svd_80,tfidf_svd_81,tfidf_svd_82,tfidf_svd_83,tfidf_svd_84,tfidf_svd_85,tfidf_svd_86,tfidf_svd_87,tfidf_svd_88,tfidf_svd_89,tfidf_svd_90,tfidf_svd_91,tfidf_svd_92,tfidf_svd_93,tfidf_svd_94,tfidf_svd_95,tfidf_svd_96,tfidf_svd_97,tfidf_svd_98,tfidf_svd_99,tfidf_svd_100
1,0.07332490853419812,-0.08653350826170551,0.003073282953632883,0.04073313304772522,-0.015769062965785226,-0.07641839938263795,0.09084440402651166,0.06858022365075506,0.01640303911588284,-0.00408975399081428,0.014522369943121873,-0.06205145976445587,-0.03798230307918313,-0.07305901559910995,-0.03431942958808317,-0.041471780456611367,0.1274075020172968,0.0314033351261833,-0.10530074481783086,0.06191309385973558,-0.0829066875132313,-0.036064080814312456,-0.034718797940871585,0.001843083035914772,0.046249944448924364,0.009097536256031368,-0.04648316087629846,-0.018627010954676376,-0.005491552981313066,-0.023166662823287627,0.026311218009495197,-0.0074753904835628115,-0.00036775150569927654,0.04594616296131467,-0.029088107934627495,-0.008343818106561922,-0.004025214133286827,-0.0026056563032846335,0.015590227680358318,-0.014723470327443554,0.0020244367207668057,-0.0033937689883856152,-0.01572636867054345,0.005273092560882138,0.019055611507436752,-0.0015128234036724064,0.0076301341851584,-0.009095086228760789,0.0023844612734963476,0.008254789721106544,-0.007063880569437854,0.009906489631998304,0.0014053178161086276,-0.002221716914749148,-0.011814633748042523,0.014651583979685578,0.009316797145577366,-0.003189125630750175,-0.0003167158396963021,-0.011501753049594495,-0.002041506895589055,0.010127579517124967,0.0019194965742906913,0.013200698118097409,0.001602700190056329,0.0009348667408284988,-0.002539186780746683,-0.007179305256925657,0.0020471365117556766,0.002269869334409337,-0.0019141185568710803,0.0009124446033711293,0.0011490602023594332,-0.0018774725021859684,-0.002790609455640974,-0.0017563190347639627,-0.0030194486202086233,0.002957329929798583,-0.0029528884013616218,0.0007800611728532472,-0.000921811339385572,-0.005145102493248155,-0.0006228103603767301,-0.0011201305743091185,-0.0017012792868165787,0.002512651179085881,0.0010492853350138134,-0.0010120743498929893,0.0008603564350132755,-0.001694075018444041,0.003142079470229482,-0.00013436375501908634,0.00035590330031029174,0.0004231470505428809,0.00014976249829738234,-0.0013096941541159803,0.0013817968984356263,-0.003052582901819043,0.0003821787887524827,-0.0009359665797781152
2,0.08833763471715624,-0.07810731947162475,-0.00021555682229042354,0.006903205007709988,-0.004941669915424127,-0.043003840339012764,0.05205903596916507,0.02119631579066159,0.006927232849807708,-0.008607521896719138,0.026651324053288832,-0.0432134222781106,-0.02027413422711485,-0.034362234699948355,-0.01094206277711728,-0.018688735360307643,0.04932122172423836,0.022520972982087717,-0.03987217703829516,0.026994965861619927,-0.020512809327330354,-0.009871375971350647,-0.01031506491838411,0.018687826252181447,0.03182786880858502,-0.008024250071865878,0.0290944918713964,0.023204843441465194,0.030624488003511433,0.022831538761007877,-0.0346756800953117,0.048685330296126046,0.006087948627294104,-0.052651900555018206,0.03266107272097323,0.011017544241794111,0.004971118535785053,0.000746822409853926,0.005918325921970653,0.008263965695157595,0.0118364641483549,0.016128714536262353,0.01764624311964975,-0.029337576972372673,-0.0362821042381409,-0.008077400513330831,0.0012499038779262405,0.010885103909383515,0.035080465526189326,-0.017350533069010785,-0.009547677695162904,-0.02061605186047838,-0.0015871149683911972,0.023831681104309405,-0.011144703710076063,-0.022796114045726203,0.0024525352682489756,0.007024384951390549,0.014923298870516247,-0.02356192333940198,-0.0049332258183308435,-0.012169343167689618,0.006820173009147223,0.002509580157451617,-0.0024360647160929965,-0.014866827051753831,-0.005048601275510693,0.008504307461124513,-0.005476359185165875,-0.008892815397392864,0.003053312385315657,0.0047846507118094435,0.006948366810176825,-0.002621223995909837,0.003699900322115343,0.004572265694139968,0.005888138380214946,0.009965763169154332,-0.00755618693328132,0.002309732965283874,-0.0025681188010129603,-0.004853402792433485,0.0017035333756809127,0.0016281989879443097,-0.0002323456077586438,0.00046944120539085457,-0.007869944548206382,0.0006069935124103647,0.0004618540899769693,-0.0028771945765716676,0.0034840344023405827,0.0018217516528674183,0.0052237900427787145,-0.006389338446222087,-0.0018542560048140466,0.005014285418817008,0.005484579115234987,-0.011137598084412736,0.002356452042219313,-0.00016104345861926985
3,0.07208395385563694,-0.07160791893688576,0.00016766644031484726,-0.0025354106008234766,-0.009575840181692977,-0.03218671101488193,0.040146934986545,0.015771999772175988,0.002508142791091867,-0.002561271156573337,0.014702219360349026,-0.03600576856349036,-0.0157533110067089,-0.005542419123085185,-0.008090528631830136,-0.005250341651993503,0.028905066727386578,0.014660100802731927,-0.029464418954418682,0.025378822230628872,-0.018802683260106284,-0.009550837661625273,-0.0027362136606155904,0.005521214874640735,0.0237273992134778,-0.00932925903281255,0.003471969318697164,0.0064233052793963635,0.021045015218124328,0.010611175384999465,-0.024393805876988996,0.019566715628744586,0.005784390491266028,-0.01691463808108607,0.007436759046683406,0.008361159938781207,-0.006603853970495498,0.005951297790931083,0.0022082585821529012,0.004410371191674003,0.013849996887603832,0.008903397149851956,0.01161415768119436,0.007806876333959285,-0.00342869058016296,-0.007101174777632711,-0.011573612931827109,-0.0035976747177759397,-0.022240753939608778,-0.0033000029819965455,0.014624745537341865,0.0035991283200487376,-0.002301221771405513,-0.00949268530826095,0.011386145062894187,0.001431890616123442,-0.014354518210324359,-0.009626680397875923,0.012641182339087363,0.02457464330481058,0.009949351310855097,-0.019755637318982645,-0.008820492267301026,-0.03496605893602835,0.008756766889828363,0.018220627633107663,0.004159684465692723,-0.02210547867809617,-0.0018880689736959287,0.01465960163728004,0.002997960021272255,-0.03009824691274034,-0.00850893102335006,0.013832692258080724,0.005921490411493139,0.0028251290415011177,-0.011181845084531489,-0.024215251297062472,0.022143469307164005,-0.007079495683962345,0.009598715688766152,-0.002287371017095806,-0.009664725306354144,0.0019044537460485664,-0.008608040218006369,0.0073596198076338925,0.0028065670687080634,-0.00853968421559496,-0.016198932176234197,-6.020090532897795e-05,-0.012980206192190405,0.0049532898520398055,0.003726122965457895,0.004967816505517335,0.0005247395745019835,0.007754145028301807,0.0005309264118924436,0.010967776674473271,0.005381882339413404,0.0007943995188332234
4,0.07888854194953128,-0.07805485296798441,-0.003010604498181411,-0.009228214405501334,-0.004301934068744597,-0.01911586430304557,0.021555044142284263,0.0007313968994373067,0.004951634063428853,-0.0039051329182336015,0.01091841785886533,-0.006126942662585447,-0.005215407077591822,-0.004353940130572311,0.00027651422147407124,-0.00033892496818333526,0.01161578817968474,0.00381788131381279,-0.011760134989912725,0.012845941412368495,-0.007010091538552313,-0.011757467035846514,-0.0018930041718160484,0.005637644087388821,0.0035618841626084523,0.003217006257789431,0.01083272263407512,0.007155461152866008,-0.0005229492116122084,0.003939795372757232,-0.0023825621335282748,0.0029645666321180216,0.00340552429425188,-0.008831173222472233,0.021930666722279852,0.0052393802199192105,0.0035835890578245337,-0.0064461191782580795,-0.010467609635027181,0.012889836742156316,-0.0008799810652079371,0.011647957436588485,0.009455237019045699,0.014161833321830637,-0.006439779217734349,-0.0016308427895867787,0.001689753565437834,0.0036405278912904205,-0.014296314804591212,-0.0029749836156499876,0.0073468374542624915,-0.005916325220248536,0.0008095758675870359,-0.0034378192426052323,0.006591128664077513,0.0005909305176775286,-0.006092478092123784,-0.004325834482520428,0.006467185111731812,0.0010091597325573238,-0.010219166898023213,-0.0018415872335789095,-0.005672232456296892,-0.0002273767151291743,-0.0038889212590939868,-0.002152045416960956,-0.0009533999700789359,-0.0019409181891226655,-0.0024510622033750017,-0.0013385780959675228,-0.0005007793899707778,0.010373032902027459,-0.009637375527522246,-0.0006457751079360918,-0.012772989846358308,-0.004405631506757692,0.003607358776159377,-0.009130234999269113,-0.003308985356332544,0.014989755684029684,-0.011533405230219989,0.005063725305561291,-0.0008684433965944059,-0.004932878250234516,0.006752479891587039,0.00623595093700307,-0.007277268475712092,-0.003341238017976733,0.004760130772847136,-0.009025882812908668,-0.003134064301550812,-0.000272158457837038,-0.007441083317525722,-0.005965051568026086,-0.0034209723596570216,0.0013359386204122607,0.0005987651698337808,0.003911893548426219,0.0007479704212795193,0.00463452054177617
5,0.08577818376269612,-0.08674553837124889,-0.003944701084210697,-0.01454891911724251,-0.0056341294222735415,-0.025626801689026455,0.03193971731471657,-0.0017763913721145109,0.015594730316799926,-0.01275830468174656,0.039459687884102375,-0.00015990890046702923,-0.0030957485307687434,-0.015132963783819304,-0.00046050000778907096,-0.011425872026861801,0.012382540404541075,0.004097758634354401,-0.013418824898565655,0.0010873474162256807,-0.0014072895122379714,-0.006315122169550377,0.0024045292361895036,0.007872316303136472,0.010202920875819213,0.0035415932440937613,0.00048360809526965643,0.012460147868892317,-0.00426718591791185,-0.0074452664685061565,-0.0032216249937602926,0.004255436893078463,-0.012908991535591377,-0.014768589247885756,0.01166214674872988,0.005863378598032202,-0.0038452099861794936,-0.005225119181251222,0.0010626024353151107,0.021503377042186612,-0.006702298565005644,-0.0033763051697032294,-0.0028108041183127386,-0.00011757466754223313,0.005332391737097568,-0.009231882025534955,-0.0036598198194160627,0.00023758081387115638,-0.011720368109561381,0.002842388136946274,0.002062848729534118,-0.009949005242647864,-0.009341796302569675,0.004830294757450249,0.010609386286998524,-0.008000659938993458,-0.005856278628521357,-0.0027966004723656407,0.0006463324156810266,0.01313623160074552,-0.0002867801560346737,0.012626252717336129,-0.006546913649352751,0.008613395858341658,-0.0018366094544114782,-0.001109109762503302,0.0010204544817170866,-0.0040270990390378686,0.004883617688119288,0.006677696053436655,0.00033766902419662004,0.005980636084741529,0.002804557129298102,-0.0078010381629399625,-0.002870291226166079,0.0028845396562394657,0.002229053580074881,0.0010937554101762604,-0.00814399512110341,-0.0021270334441583346,-0.0027892493726102037,-0.0013244699855046245,0.003692734568992174,5.4922870197408964e-05,-0.0004917540247859569,-0.009610989819498185,0.00722549824585136,0.00012145831307808824,0.0008089727294201988,0.007456372664599977,-0.011420105653041246,0.005190289923945429,0.004192032364363129,-0.0013000779735343096,-0.013972289628096182,-0.0002247172915206181,-0.004890937086153174,0.015134895473784372,5.55449481220497e-05,0.00542094847963203
6,0.07949292727842741,-0.07354232330571983,-0.0033055449350991575,-0.008946863928150542,-0.0036962436309925526,-0.027662052351345962,0.033046545072407604,-0.0006366624840849788,0.01041705819641995,-0.007519155786607771,0.025537028895158995,-0.00910496978157095,-0.006204066811394661,-0.01782788428000563,0.0016156387813773502,-0.014569115398248423,0.018910383743293308,0.004760066228494998,-0.01785451719351454,0.010671084083253223,-0.014050777536622655,-0.009390085427997099,-0.008479668771825237,0.009160235773069885,0.009828458143367873,0.002909633243981968,0.006975181497225329,0.009281623846575264,-0.0030725236767601884,0.0023622998565230487,-0.0012162821022948167,0.003926972196575712,4.60989781786518e-05,-0.007753555443961961,0.014871657243485454,0.00984245375138965,0.004664665216884051,-0.010258673565638707,-0.017798162484830588,0.016326232262188736,0.0032473479518206603,0.010170261409746324,0.01347660265313432,0.00277154263179266,-0.006225682378532463,-0.0006338090759895373,0.0029623158163422127,-0.007002864990631826,-0.00809741348877499,-0.002119310994893088,-0.0056512409344782735,-0.01607010793660461,0.0005793550870299752,-0.00897785422736838,0.006512077605441905,0.0014862201882810395,-0.011111021884491583,-0.001990325119111984,-0.007093203340975311,0.017414477378469493,0.010912702559423818,0.004882926459287327,0.0004123621131632951,-0.017683772189268337,0.009572169044299266,0.0013973788204059417,-0.004168835370804571,0.019143329488044508,-0.011964786868794113,-0.0015302733788161796,-0.0016259248448398822,0.0060085968058133585,-0.008514142647598831,0.010608428751147238,0.0003904706337147393,-0.025606370010267852,0.013074383630821461,-0.0035320941691102167,-0.009132096506021588,0.00287164744704863,-0.0038208095271537014,0.00998178291966695,0.012023402177639494,-0.0018065693714267121,0.011960258681732632,0.0035456707443234513,0.0015274871665836422,0.005558915023461065,0.008365128392123718,0.008918384745318489,0.006155932053766984,-0.0017506596131055066,0.0027123952394012122,-0.0014654351909107201,0.004692896165110673,-0.0005019497111384433,-0.00805047155444114,0.01097796274061212,-0.0015591572955891571,-0.012067118074992602
7,0.077969847572906,-0.0831303836834003,-0.0037221812695513758,0.0004866315467238825,-0.004261967108326172,-0.020855781502871765,0.04340102322683569,-0.00843758882640272,0.014025288549084447,-0.012759842779239302,0.026845671877729547,0.0022502130896752065,0.002558300649311044,-0.011328189496027055,-0.0021273448180102275,-0.007023001699181301,0.014229118865436664,0.01954996482174101,-0.02009723198857757,0.004550414506531011,-0.0039581996998045085,-0.009598584010270259,0.006930608388202043,0.019679251959525707,0.009739245591116582,-0.009846365397840395,0.014801948264178608,0.005022854721985823,-0.0105250849244085,0.005622300470188472,-0.006626372732953761,0.004197829459123695,-0.0052824179489545375,-0.007602339443091201,0.004887838904169197,0.016459924210148014,-0.0036669638059432684,-0.005006231239727119,0.005043663556311772,0.01711598735277313,-0.0069297692322919146,-0.008040865984858146,-0.007937721192066228,0.001918712166362837,-0.007747446908959267,0.0009444147062221616,-0.020390993881142017,0.006569998299792024,-0.019939134410117503,0.00040788391049566546,0.002671789655972729,-0.009030596536301297,0.0084636689311539,-0.00912979173623724,0.004389170682056641,0.01131007077001075,-0.009504144650394297,-0.004718227724166656,-0.027895121089279322,0.02084516115772323,0.0035272142257994576,0.0051189574291342094,-0.0057643285415075384,-0.00873167794250551,-0.014619962484853404,0.002843598713258414,-0.007124470178734585,0.004085302019008244,0.003593847817893396,0.01819826047802262,-0.011651130604446305,-0.0006422043662234622,0.0007868273100475592,-0.005678906023677316,-0.0031147298504915957,-0.0046634771859544785,0.006100298970463604,0.00738115281332915,0.0027093445048976075,-0.008325709475035695,0.009534455203282952,0.016423589128912893,-0.007965334117295704,0.02048668894867863,0.006003126134718229,0.005884178296275973,-0.0012095649596046522,0.009227881921541222,0.007470916319428648,0.0030809844695532658,0.02291976603174054,-0.008218288501998182,-0.006467048986857991,-0.006310669709311695,-0.009235162888901888,-0.00619055923497692,0.0068302793195274105,-0.0188471734318479,-0.00929932074204497,0.0026411334338693818
8,0.07209362633715172,-0.08191592078945363,-0.004741637471299118,-0.013183758034866608,-0.0019498104825543753,-0.015069805747229135,0.03253592012614547,-0.007359521899078518,0.013752650744126446,-0.018543936626595005,0.03060269969219526,0.003876564542414878,0.003856118695861274,-0.009209810494789923,-0.00031612014718486025,-0.008434507733378697,0.01328425343482302,0.010345097896192777,-0.007367153575560418,0.003181714404977604,-0.002335099604217751,-0.0002571127576747846,0.006782939855291391,0.019825387045416844,0.0010401683615280306,-0.004136276995828762,0.018298075872522437,0.006345351747157501,-0.01982441606703578,0.0112961538590745,-0.00316847491895228,0.007293688249856241,-0.007961430253784818,-0.016094901582672103,0.006617420529456415,-0.001616976606868716,0.0031549686018090732,-0.003125362220735068,0.005096897439376571,-0.0010279647113613359,-0.014613757394205005,-0.012211673160658508,-0.002199461347239046,0.012415435381547697,-0.007198438204699742,0.004968470061294962,-0.0049057381798666465,0.024705507751414182,-0.013511320674279558,-0.006032529354626872,0.0036579504728875417,-0.0014140412629931134,0.011195822185483269,-0.002320518231911478,-0.004132309392003529,-0.0019153002343249204,0.001029835239675563,-0.0019275591082028292,-0.030909605015073942,8.010010925055082e-05,-0.00485243480057305,0.00870874031639768,0.0009112599219797087,0.0005616079201910189,-0.009071422438903853,0.012876725994821312,-0.006599168750745707,-0.0020858265375815186,-0.010264995700408319,-0.003007996089590487,0.011286064012356918,-0.005290053457869057,0.01529655631773919,0.005550571004496455,-0.002270865273626128,0.01689411404103375,-0.0028581100551148364,0.01898349355330696,0.00194272815997655,0.007315440594092742,0.01744038071570435,0.0008342185572713991,0.0023179267423979544,-0.002811327111230247,0.010320930571188184,-0.013000232348247228,0.00945456415943918,-0.003969230499478873,0.002241074424404771,-0.007494770866082184,-0.0013845858859458861,0.006535183793761244,-0.00578316928071722,-0.006266238443269211,0.017316900310278542,-0.008536051277412754,-0.002787828838707887,0.0033416265277280274,-0.014065406113798395,0.00268569573230768
9,0.07417998192145038,-0.0861149379079693,-0.0050094319597236096,-0.013692023079093747,-0.0041816030417738655,-0.013141030166612151,0.032076352319171754,-0.021346933830154013,0.011967528728029656,-0.010208323194719196,0.02103586330138143,0.006316065819521414,0.0030978340624578824,0.00382012503461695,0.0017772748453136972,-0.0037516137631660043,0.008462032817359548,0.0012023579281621574,-0.004940928695803058,0.003130526912787558,-0.0009413970773626853,-0.0013358828784926476,0.00184221822320435,0.009915003903599907,0.0060592852395544095,-0.008787480043309566,0.009483158205868803,0.0022163809416520224,0.004765526342545538,0.019558389729858287,-0.004625847276475325,-0.003088314561173746,-0.005048331998355889,-0.011104025629275243,-0.0031992612833795105,0.00016890934386456122,-0.0022919903902264413,0.0005043113282373765,0.010084333470165257,-0.006260366389942026,-0.004148473254208729,-0.0014550789827901564,-0.003114719479794007,0.009784033211656527,0.010981613862948077,-0.0028627195940151865,6.568758489894109e-05,0.013439200832506394,-0.027295429177301225,-0.011134555104665177,0.011563676160424355,0.004427990388596536,-1.1428669239606928e-05,-0.00020031790860194435,0.0016028175612416476,-0.009647191879303152,0.002576239621331551,-0.0038420749733830417,-0.002360511660526217,-0.002723001038642409,-0.005232671337978004,0.008718022170785357,-0.005591514794981261,0.013351103958713235,0.0041336552239373565,0.003713104138834176,0.010431283776567234,0.00535102223778362,0.011956911835109149,-0.004231383876283374,-0.004799091099778777,0.001318236644550881,-0.007567525264520033,0.023813254600304805,-0.0008387237747886707,0.005200600264414239,0.006377536011295393,0.007462921602369046,0.010161453356713644,0.014325916659436954,-0.003414036411638401,0.00013664544222710172,-0.001594319609599674,0.005215176587417443,0.00021928039658482745,-0.00024901509555997004,-0.005977345088428369,-0.015539796539053167,0.019423250598116035,-0.007399024856483105,0.006060825959725183,0.006761949347462382,0.010225536029847992,0.007765582432893449,-0.004230618154845131,0.00439708362947411,-0.018976547255696485,0.006072071835506231,-0.012585113157216703,0.009189103124256314
10,0.07035714761940365,-0.0808734011592953,-0.005310851180004398,-0.02313062923957347,-0.002744024880701619,-0.012407139574875338,0.029278874313194148,-0.021475440146446315,0.011459479654280848,-0.006069290521452381,0.02516143403721838,0.007392604330110708,0.001925980675613754,0.005810990480367251,0.00300332611543191,0.0008705033864195108,0.0006104347846195947,0.0023975027139585005,-0.004522560057484386,0.001070443065718256,-0.0011098334958528733,0.0007916101455080343,0.0048926571071687425,0.007874032012664222,-0.00035357449253953287,-0.0012436961616164198,0.0025442805108006113,-0.0018041702545520326,0.004544518949014604,0.007857690381273761,-0.000909045755630351,-0.0005934366094239562,-0.009551459784969575,-0.011969107944857033,-0.0036134397632324256,-0.0022975426434434652,-0.008828052408265515,-0.0030474861896749935,0.003108674927435939,-0.0023354147403336573,3.2988694589214328e-06,-0.005181168965736893,-0.009041447109947894,0.00960269568277254,0.021200343189317943,-0.002415430045262779,-0.012905045163354544,0.012844613678788287,-0.019066556463167943,-0.005774324189509165,0.0021397276381608914,0.004822160120559275,0.005503874636020617,0.0055888093986231685,0.0012694509509116173,-0.0021241090658336587,-0.0039599321333318414,0.007810690350305038,-0.002349529175274945,0.003901960096405653,-0.008970605748599418,-0.005128226441144721,-0.0018612360387129077,0.0015320754618939236,0.0028586403325599062,0.01028738635433165,0.010363780520950232,-0.003857729172338981,-0.00256768160180009,0.006025883568568705,0.005415994184333287,0.0040211760561824315,-0.0038240082002935554,0.0072465749173746445,-0.010702561492826557,-0.0018694289945127235,0.0023754408174285844,0.007575429582038543,-0.010140606628590017,0.010072762697805111,0.006082075437917754,-0.0024362748680576913,0.0031344212054043134,0.0007682226697247015,0.002638110009602681,0.009157611113140365,0.0030876401662549018,-0.00015695305104224773,-0.00421457993542512,0.004679747194134178,0.003071713855743904,0.004115599068796132,0.005541528042555129,0.010589715016232105,-0.007887869590006131,-0.002771911533369178,-0.0014468553813644844,0.0012109887998849314,0.005120890410436512,-0.0024424344696368895
