doc_id,tfidf_hawk_minus_dove,tfidf_hawk_minus_dove_z
4244c02f86c1e6c56735e080d881ef13a472daa8,0.01071834396553268,0.5125401954026642
8bc24e9fa96eaa9c4890630b83d0019df50d0936,0.009642289914204728,0.40538040590602586
e5f926f2828b3c20549f716c6a73e46eebaac3d5,0.007122245009553822,0.15441951674697035
4d5776e35f644cf8c1d3958361abc2ed98bcb17e,0.005324027760203482,-0.02465753023947106
7fdaef0f481f378cfdc4ff95dc52660f87a8c918,0.006956282638139842,0.13789200796324583
5651d4317cf3b498e4e84f9491cb12a71e6710f2,0.0,-0.5548555192285799
f9f62eace93aac4b0e3d8fdc0bd5b7969dee9c5a,0.0,-0.5548555192285799
b62876dc4ba29fbe5b7d49e6cc882549b2563b9e,0.007252988919138318,0.1674397640214932
c818def6e7e23278130004040c6957412e5316ab,0.0025555554541725517,-0.3003582807504977
3262f378623e096befec1760eba229b84bcb405a,0.000700071427005285,-0.4851382901935548
5bb560d6f079696d58cec0ffd506627e046bc256,0.0006422983987689836,-0.4908916680436221
74c8ffd63896c23d6127cc023c239d1077b49f64,0.020107766885662317,1.4475941384404656
ff70c3f5b1dfed44c470408b9f8ca5b5cdbec2da,0.0006854983614041259,-0.48658956175395063
a1d65f645efcac5158dfa56f47bf4ee37ac2f2f4,0.0025220741923374255,-0.30369254166973886
afc0172719434f32f78808509e2df3b30363cc86,0.006659901815892872,0.10837666300113089
db0508eabab7b4393e5ff0060120275d56816a80,0.0030374088901119695,-0.25237248236074483
306eb2c657c8fb02671ce88bf050b9d3f7f18084,0.022639670699414464,1.699736007496749
35ac967379d60e8ec2fd949aedbbf733e5a42ef9,0.026420211199204017,2.0762244595786914
563a9929d9111095d0f28f67ed5b28cda1450bfb,0.022582198982711316,1.6940126360208274
c03f2249b4da5101f93362de1417c0c26a5f3d31,0.005864330519843836,0.02914899547925146
8615d3952a9d77bdfd7bcc876f4fd1847de76264,0.005881218608175803,0.03083081061522987
9f58acac3756b9502610e93c7048849a7da019c3,0.004928773554135207,-0.06401926812584088
f48b7f73cdcf3bf21d0675e2f4748dcc894bc7fe,0.0006566625844962553,-0.48946119796925597
419863109d4149d64b4b046e3eb0f4bf51546fc7,0.0005286408961814767,-0.5022103504434144
873ddffd843e9a35ed09ea183b2b6608661edcbc,0.003797524429531624,-0.17667570755950496
c73c0ee8dbbbbc096027a8004857618ed5a40357,0.0038824517990919648,-0.1682181407362045
0291dce62375d298b41f5e410885068e9b38920e,0.0,-0.5548555192285799
c06d4d8335901c22d5bc7e22fa2955df63dc59ac,0.00048097444672898215,-0.5069572557527506
d605f5e8271eccfb14479e201f940f901651bbb8,0.0,-0.5548555192285799
af5df92c912fd311f90737d7ff3e02e55ee8e601,0.0011889141812406146,-0.4364564543915636
0f8f59469b101ba5632953dd226ddb2b9a064d3e,-0.0007764470711732649,-0.6321786839892413
f53cccea93df768fd0c8fb2e778d2dbd9604e610,0.0009718778903842655,-0.45807020438172025
22b2b3cf0fb33ac443982fc69dccce8845a3e06c,0.0027683153509782993,-0.2791703992245707
cecb99e45748632ab16211a66342efd9e7a1c956,0.0027680746339312856,-0.27919437124349894
05a9ad7e3a154642323ab46864acbbcdccf4529a,0.0,-0.5548555192285799
855e4a242e8d47bd714edd1bf3a00f1bb5183d70,0.001605385935661009,-0.3949817482837165
1a6b404ca34713adb9a6c79a700353b68e1f98f3,0.001042647419902095,-0.45102255851621026
ec3a626489531e71bcb460bae7aad8ce7afd52de,0.004582834189649717,-0.09846994412219731
f81c9d4c7d3643b5873f042f6adf582f00dfbefd,0.0002479284823757225,-0.5301653431646396
9669ae1303c27ef535ea8ab0fe8f121bcf2aef82,0.0,-0.5548555192285799
ae5d8881d86b3e1060e4def970f958a63b267f24,0.0,-0.5548555192285799
3d8e539764a2dbd13f33468c21c19aa8b47d40ad,0.0008331823642729046,-0.47188232038451505
6646da0daebf03e0dd6fed351043197e7a07af96,0.0022338679923269837,-0.3323938096837676
90630d9a6d5b29b6e02da13b8a4eb0c458274284,0.0003605230476145593,-0.5189525143159687
a02801128fb45a6d05a230f0419074f05528c7f2,0.019537288168613744,1.3907825134521163
d6e117a2b2fd4a9e26b62c92187313496be714c8,0.00544567895747861,-0.012542788720744436
bf41d3109b038dca04020094b51cb957a4178110,0.00021156874102040956,-0.5337862599996064
1f0170e984a020b565f24b0796ddbfb2626fd990,0.0022983322135093644,-0.3259740834967386
d2b529df4c7b727c8b2ac36435ef374a00372070,0.0,-0.5548555192285799
7ca7babf9418fab76c25fd609a4122189e784f56,0.0012112787878372521,-0.43422925536553597
0213e0ff124fd9b2bbd14b846c3ed174dde17ebf,0.001449827911442007,-0.4104731309974839
caa97ce12f2e2ff0bc8ef8e5f75350af74a1d200,-0.004615232649726491,-1.0144675234883658
6c25fb8217fb54de484700a9e7fc0bd3e18a8714,-0.004623986833107512,-1.015339316542969
af9f08a58d7e2b07be772c060b84fbb4a15ea691,0.0007815590931408049,-0.47702326926233085
05fec639d603d0df4161e1053861e33d61b61d5f,0.011943907817177947,0.6345890499141276
c29f51a00b141453b7dcd585d075522e87dc7e71,0.0028968921806026776,-0.2663659625146398
