Doc_ID,Speaker,Date,Sentence_Rank,Parsed_Text_clean,lang,lang_prob
2,Christine Lagarde,2025-09-30,23,2 second exchange rate,en,4.797717094421387
2,Christine Lagarde,2025-09-30,38,exchange rate not behav,en,2.788873672485352
2,Christine Lagarde,2025-09-30,48,effect not strong,en,2.788873672485352
2,Christine Lagarde,2025-09-30,78,place,en,9.061840057373049
2,Christine Lagarde,2025-09-30,102,agile ready respond data,en,4.797717094421387
2,Christine Lagarde,2025-09-30,103,conclude,en,9.061840057373049
2,Christine Lagarde,2025-09-30,109,place place not fix,en,2.788873672485352
2,Christine Lagarde,2025-09-30,119,wage government consumption transfer,en,2.701602935791016
4,Piero Cipollone,2025-09-26,29,publish initial result,en,9.061840057373049
4,Piero Cipollone,2025-09-26,98,34,en,9.061840057373049
4,Piero Cipollone,2025-09-26,126,attention,en,9.061840057373049
5,Piero Cipollone,2025-09-17,77,dual responsibility,en,9.061840057373049
5,Piero Cipollone,2025-09-17,119,2024 ecb conduct cyber resilience test 109 bank,en,2.7703819274902344
5,Piero Cipollone,2025-09-17,157,economy function shock hit,en,1.8501863479614256
5,Piero Cipollone,2025-09-17,162,clearer,en,9.061840057373049
5,Piero Cipollone,2025-09-17,173,farrell h newman,en,3.722856521606445
8,Christine Lagarde,2025-09-15,24,result system limit,en,9.061840057373049
8,Christine Lagarde,2025-09-15,66,realistic,en,9.061840057373049
8,Christine Lagarde,2025-09-15,85,,en,9.061840057373049
8,Christine Lagarde,2025-09-15,149,farrel h newman,en,9.061840057373049
16,Piero Cipollone,2025-07-10,75,complement,en,9.061840057373049
16,Piero Cipollone,2025-07-10,78,unwaver commitment cash,en,1.080333232879639
16,Piero Cipollone,2025-07-10,100,share finding soon,en,3.021581649780273
20,"Christine Lagarde,Philip R. Lane",2025-06-30,29,two stream,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,30,up paragraph 1,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,85,paragraph 4 safety margin,en,3.1631383895874023
20,"Christine Lagarde,Philip R. Lane",2025-06-30,90,not region 2,en,2.788873672485352
20,"Christine Lagarde,Philip R. Lane",2025-06-30,94,worth update,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,97,learnt five,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,100,2022 2023 hik lot,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,102,2023 2024 4,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,110,important,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,121,paragraph 7 stable,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,136,paragraph 8 toolbox paragraph,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,144,couple revision amplification,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,150,2020 example,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,153,instrument toolbox,en,2.284790515899658
20,"Christine Lagarde,Philip R. Lane",2025-06-30,168,reflect purpose,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,184,clear,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,205,learn,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,248,mind,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,249,change,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,273,economy concern transformational,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,280,discussion structural overvaluation currency,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,291,mandate,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,295,path,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,303,popular way,en,3.274052143096924
20,"Christine Lagarde,Philip R. Lane",2025-06-30,307,well 2028,en,3.722856521606445
20,"Christine Lagarde,Philip R. Lane",2025-06-30,335,,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,336,ongo,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,355,tool limit,en,9.061840057373049
20,"Christine Lagarde,Philip R. Lane",2025-06-30,359,full symmetry,en,3.722856521606445
21,Piero Cipollone,2025-06-27,1,two main reason,en,3.044527053833008
21,Piero Cipollone,2025-06-27,58,key feature tip multicurrency platform,en,1.8501863479614256
21,Piero Cipollone,2025-06-27,60,11 norway 2028,en,9.061840057373049
21,Piero Cipollone,2025-06-27,106,common,en,9.061840057373049
22,Christine Lagarde,2025-06-26,29,happen,en,9.061840057373049
22,Christine Lagarde,2025-06-26,135,confident find unity,en,4.797717094421387
22,Christine Lagarde,2025-06-26,158,1983 imagin community,en,9.061840057373049
22,Christine Lagarde,2025-06-26,172,11 issue 4 pp,en,3.656414031982422
27,Frank Elderson,2025-06-18,7,rest history,en,9.061840057373049
27,Frank Elderson,2025-06-18,15,time action,en,0.9003105163574219
27,Frank Elderson,2025-06-18,68,11 prioritisation both pragmatic effective,en,3.047835350036621
27,Frank Elderson,2025-06-18,126,way life,en,9.061840057373049
27,Frank Elderson,2025-06-18,128,20 attention,en,9.061840057373049
32,Philip R. Lane,2025-06-11,20,latest observation 10 2025,en,9.061840057373049
32,Philip R. Lane,2025-06-11,28,latest observation 10 2025,en,9.061840057373049
32,Philip R. Lane,2025-06-11,86,latest observation 2025,en,9.061840057373049
32,Philip R. Lane,2025-06-11,156,2024 buy bond now,en,4.797717094421387
33,Christine Lagarde,2025-06-11,2,1 map alway reflect society produc,en,3.1631383895874023
33,Christine Lagarde,2025-06-11,25,stake high,en,1.6928634643554688
33,Christine Lagarde,2025-06-11,76,18 account twothird,en,9.061840057373049
33,Christine Lagarde,2025-06-11,127,control contribution,en,9.061840057373049
33,Christine Lagarde,2025-06-11,140,practice neighbour,en,9.061840057373049
33,Christine Lagarde,2025-06-11,144,done,en,9.061840057373049
33,Christine Lagarde,2025-06-11,145,,en,9.061840057373049
33,Christine Lagarde,2025-06-11,190,129 issue 4 pp,en,3.656414031982422
33,Christine Lagarde,2025-06-11,192,figure relate 2022,en,9.061840057373049
34,Frank Elderson,2025-06-09,7,monument simple,en,9.061840057373049
34,Frank Elderson,2025-06-09,15,taught both,en,2.204115867614746
34,Frank Elderson,2025-06-09,193,article 1274 2825 tfeu,en,9.061840057373049
37,Christine Lagarde,2025-05-26,3,fractur,en,1.008133888244629
37,Christine Lagarde,2025-05-26,18,likely change happen,en,3.612136840820313
37,Christine Lagarde,2025-05-26,152,2023 international currency replac,en,2.752083301544189
44,Isabel Schnabel,2025-05-10,123,fewer firm fal export order,en,1.301051139831543
44,Isabel Schnabel,2025-05-10,170,both unlikely current juncture,en,3.612136840820313
44,Isabel Schnabel,2025-05-10,181,standard new keynesian phillip curve,en,1.4352803230285645
44,Isabel Schnabel,2025-05-10,240,bernanke b blanchard o,en,2.8983449935913086
45,Piero Cipollone,2025-04-29,38,effect real economy likely material,en,3.612136840820313
45,Piero Cipollone,2025-04-29,97,episode read historical context,en,2.387363910675049
45,Piero Cipollone,2025-04-29,137,36 conclude,en,9.061840057373049
45,Piero Cipollone,2025-04-29,173,omfif 2024 global public investor 2024,en,3.047835350036621
49,Piero Cipollone,2025-04-08,26,structural weakness,en,9.061840057373049
49,Piero Cipollone,2025-04-08,88,23 conclude,en,9.061840057373049
49,Piero Cipollone,2025-04-08,89,time act now,en,0.9003105163574219
49,Piero Cipollone,2025-04-08,159,research finding publish mid2025,en,3.4079065322875977
53,Christine Lagarde,2025-04-02,12,trade investment flourish,en,9.061840057373049
53,Christine Lagarde,2025-04-02,29,leverage competitive advantage,en,1.010085105895996
53,Christine Lagarde,2025-04-02,31,attract talent investment,en,1.0466089248657229
53,Christine Lagarde,2025-04-02,48,company,en,9.061840057373049
58,Isabel Schnabel,2025-03-27,63,risktak channel,en,9.061840057373049
58,Isabel Schnabel,2025-03-27,251,2025 real income increas not,en,3.044527053833008
58,Isabel Schnabel,2025-03-27,263,148 supplement,en,9.061840057373049
59,Philip R. Lane,2025-03-20,189,reason inadequate regulation supervision,en,3.044527053833008
59,Philip R. Lane,2025-03-20,274,transformation,en,9.061840057373049
59,Philip R. Lane,2025-03-20,348,2017 future form money,en,9.061840057373049
59,Philip R. Lane,2025-03-20,360,theory money,en,3.4977898597717285
59,Philip R. Lane,2025-03-20,406,truth layer payment system,en,1.2960600852966309
63,Christine Lagarde,2025-03-12,14,change imply reaction function,en,3.612136840820313
63,Christine Lagarde,2025-03-12,54,,en,9.061840057373049
63,Christine Lagarde,2025-03-12,124,stability,en,0.9760494232177734
66,Piero Cipollone,2025-02-18,2,reason,en,3.044527053833008
66,Piero Cipollone,2025-02-18,30,implication appropriate policy rate path,en,9.061840057373049
66,Piero Cipollone,2025-02-18,65,latest observation 31 2025,en,9.061840057373049
66,Piero Cipollone,2025-02-18,74,latest observation 2024,en,9.061840057373049
66,Piero Cipollone,2025-02-18,87,latest observation 12 2025,en,9.061840057373049
66,Piero Cipollone,2025-02-18,106,latest observation 2024,en,9.061840057373049
66,Piero Cipollone,2025-02-18,128,latest observation 2025 data,en,9.061840057373049
66,Piero Cipollone,2025-02-18,143,latest observation 2025,en,9.061840057373049
66,Piero Cipollone,2025-02-18,155,first history ecb,en,3.4977898597717285
66,Piero Cipollone,2025-02-18,168,latest observation 7 2025,en,9.061840057373049
66,Piero Cipollone,2025-02-18,184,vital part toolkit,en,2.284790515899658
66,Piero Cipollone,2025-02-18,266,147 supplement,en,9.061840057373049
73,Luis de Guindos,2025-01-15,19,wage growth moderate,en,9.061840057373049
73,Luis de Guindos,2025-01-15,28,projection see growth 2024 07,en,2.536614418029785
73,Luis de Guindos,2025-01-15,61,3 conclude,en,9.061840057373049
77,Isabel Schnabel,2024-12-16,20,question fast remove policy restriction,en,9.061840057373049
77,Isabel Schnabel,2024-12-16,24,service inflation particular high 39,en,1.8555011749267576
77,Isabel Schnabel,2024-12-16,46,upward pressure import price,en,9.061840057373049
77,Isabel Schnabel,2024-12-16,96,happen recent,en,9.061840057373049
78,Christine Lagarde,2024-12-16,15,2023 exceed 83,en,9.061840057373049
78,Christine Lagarde,2024-12-16,94,three main implication,en,2.536614418029785
78,Christine Lagarde,2024-12-16,118,best position react future shock,en,9.061840057373049
82,Philip R. Lane,2024-11-25,97,latest observation 2024,en,9.061840057373049
82,Philip R. Lane,2024-11-25,166,latest observation second 2024,en,4.797717094421387
82,Philip R. Lane,2024-11-25,229,latest observation first 2024 left 2024 right,en,9.061840057373049
82,Philip R. Lane,2024-11-25,263,circle represent annual inflation forecast 2024 projection,en,4.74055814743042
82,Philip R. Lane,2024-11-25,320,text accessible both constituency,en,9.061840057373049
82,Philip R. Lane,2024-11-25,442,1991 fed smooth interest rate belongia mt,en,9.061840057373049
84,Christine Lagarde,2024-11-22,67,9 fragmentation,en,9.061840057373049
84,Christine Lagarde,2024-11-22,73,progress,en,9.061840057373049
84,Christine Lagarde,2024-11-22,98,vc investment onethird level,en,1.8948240280151367
84,Christine Lagarde,2024-11-22,110,supply side,en,3.612136840820313
84,Christine Lagarde,2024-11-22,136,apply nor,en,3.612136840820313
84,Christine Lagarde,2024-11-22,165,figure 2022,en,9.061840057373049
89,Christine Lagarde,2024-11-18,53,adapt adapt,en,9.061840057373049
89,Christine Lagarde,2024-11-18,56,not act collectively,en,2.788873672485352
89,Christine Lagarde,2024-11-18,64,ready change now,en,9.061840057373049
89,Christine Lagarde,2024-11-18,127,42 37 respectively,en,9.061840057373049
90,Philip R. Lane,2024-11-18,100,latest observation 2023,en,9.061840057373049
90,Philip R. Lane,2024-11-18,132,latest observation 2024,en,9.061840057373049
90,Philip R. Lane,2024-11-18,157,latest observation 2024 mpe,en,9.061840057373049
96,Isabel Schnabel,2024-11-07,6,stock stand,en,9.061840057373049
96,Isabel Schnabel,2024-11-07,42,96 bank case next six,en,9.061840057373049
96,Isabel Schnabel,2024-11-07,125,two side,en,9.061840057373049
96,Isabel Schnabel,2024-11-07,138,resilience reserve ample,en,2.7703819274902344
101,Frank Elderson,2024-11-04,5,time integrate fragment system supervision impossible forever,en,9.061840057373049
101,Frank Elderson,2024-11-04,7,long way,en,3.274052143096924
101,Frank Elderson,2024-11-04,21,start,en,9.061840057373049
101,Frank Elderson,2024-11-04,23,,en,9.061840057373049
101,Frank Elderson,2024-11-04,30,destination clear,en,9.061840057373049
106,Philip R. Lane,2024-10-24,47,sample cover period 2001 2024,en,1.2960600852966309
106,Philip R. Lane,2024-10-24,86,latest observation 2024,en,9.061840057373049
106,Philip R. Lane,2024-10-24,113,latest observation 2025,en,9.061840057373049
109,Christine Lagarde,2024-10-16,28,economy adapt,en,2.78085994720459
109,Christine Lagarde,2024-10-16,48,9 conclude,en,9.061840057373049
109,Christine Lagarde,2024-10-16,61,see oecd web income inequality,en,2.536614418029785
112,Frank Elderson,2024-10-04,9,1 insight consequential straightforward,en,9.061840057373049
112,Frank Elderson,2024-10-04,30,not close met,en,2.788873672485352
112,Frank Elderson,2024-10-04,113,commitment,en,1.080333232879639
112,Frank Elderson,2024-10-04,114,mandate,en,9.061840057373049
118,Piero Cipollone,2024-09-27,110,free basic,en,2.536614418029785
118,Piero Cipollone,2024-09-27,124,end result,en,4.797717094421387
118,Piero Cipollone,2024-09-27,132,freeofcharge policy change time,en,9.061840057373049
128,Philip R. Lane,2024-08-24,25,latest observation 13 2024,en,9.061840057373049
128,Philip R. Lane,2024-08-24,36,latest observation 2024,en,9.061840057373049
128,Philip R. Lane,2024-08-24,57,latest observation 2023 gdp 2024 projection,en,9.061840057373049
128,Philip R. Lane,2024-08-24,59,latest observation second 2024 gdp first 2024 contribution,en,4.797717094421387
128,Philip R. Lane,2024-08-24,103,latest observation 2024,en,9.061840057373049
128,Philip R. Lane,2024-08-24,154,latest observation first 2024,en,9.061840057373049
128,Philip R. Lane,2024-08-24,157,latest observation first 2024,en,9.061840057373049
128,Philip R. Lane,2024-08-24,209,likely reflect factor,en,3.612136840820313
128,Philip R. Lane,2024-08-24,341,2023 bear cost inflation,en,9.061840057373049
130,Piero Cipollone,2024-07-04,21,three,en,9.061840057373049
130,Piero Cipollone,2024-07-04,63,ai create upward price pressure,en,9.061840057373049
130,Piero Cipollone,2024-07-04,79,39 example,en,9.061840057373049
130,Piero Cipollone,2024-07-04,95,application practice,en,9.061840057373049
130,Piero Cipollone,2024-07-04,118,ai oversee payment system,en,2.536614418029785
133,Philip R. Lane,2024-06-26,94,latest observation 2024,en,9.061840057373049
133,Philip R. Lane,2024-06-26,144,latest observation 2022,en,9.061840057373049
133,Philip R. Lane,2024-06-26,332,142 issue 1 2021 pp,en,3.656414031982422
133,Philip R. Lane,2024-06-26,345,193 359422,en,9.061840057373049
136,Christine Lagarde,2024-06-14,40,first tension observe,en,2.69980525970459
136,Christine Lagarde,2024-06-14,69,example,en,9.061840057373049
136,Christine Lagarde,2024-06-14,73,11 conclude,en,9.061840057373049
136,Christine Lagarde,2024-06-14,98,past,en,9.061840057373049
138,Frank Elderson,2024-06-11,56,first objective become important,en,1.1740727424621582
138,Frank Elderson,2024-06-11,73,4 theme feature,en,1.788179874420166
138,Frank Elderson,2024-06-11,77,wrap up,en,9.061840057373049
140,Christine Lagarde,2024-06-07,18,ecb respond,en,9.061840057373049
140,Christine Lagarde,2024-06-07,43,ecb,en,9.061840057373049
140,Christine Lagarde,2024-06-07,75,19 act final,en,9.061840057373049
140,Christine Lagarde,2024-06-07,129,ecb 2024 climate nature 20242025 30,en,9.061840057373049
142,Isabel Schnabel,2024-05-28,21,9 asset purchas,en,9.061840057373049
142,Isabel Schnabel,2024-05-28,86,two broad set condition relevant,en,9.061840057373049
142,Isabel Schnabel,2024-05-28,178,ecb 2015 22,en,9.061840057373049
142,Isabel Schnabel,2024-05-28,248,ecb 2022 transmission protection instrument 21,en,9.061840057373049
142,Isabel Schnabel,2024-05-28,342,unit recent home overvalu 11 end 2023,en,4.797717094421387
144,Piero Cipollone,2024-05-26,33,10 amount 37 eus 2023 gdp,en,9.061840057373049
144,Piero Cipollone,2024-05-26,44,15,en,9.061840057373049
144,Piero Cipollone,2024-05-26,127,example complementarity,en,9.061840057373049
144,Piero Cipollone,2024-05-26,232,ecb climate nature 20242025 2024,en,9.061840057373049
144,Piero Cipollone,2024-05-26,246,133 issue 650 pp,en,3.656414031982422
148,Philip R. Lane,2024-05-02,65,latest observation 2024 data,en,9.061840057373049
148,Philip R. Lane,2024-05-02,87,latest observation 29 2024,en,9.061840057373049
148,Philip R. Lane,2024-05-02,92,latest observation 25 2024,en,9.061840057373049
148,Philip R. Lane,2024-05-02,103,chart bank bond yield,en,4.797717094421387
148,Philip R. Lane,2024-05-02,107,latest observation 2024 data 17 2024 data,en,9.061840057373049
148,Philip R. Lane,2024-05-02,110,latest observation 2024,en,9.061840057373049
148,Philip R. Lane,2024-05-02,140,safe figure invert,en,9.061840057373049
148,Philip R. Lane,2024-05-02,183,latest observation 2024,en,9.061840057373049
148,Philip R. Lane,2024-05-02,192,latest observation 2022,en,9.061840057373049
148,Philip R. Lane,2024-05-02,198,latest observation first 2024 gdp fourth 2023 contribution,en,9.061840057373049
148,Philip R. Lane,2024-05-02,249,latest observation 2024 flash,en,9.061840057373049
148,Philip R. Lane,2024-05-02,275,slower wage growth,en,3.274052143096924
148,Philip R. Lane,2024-05-02,331,latest observation 16 2024,en,9.061840057373049
152,Christine Lagarde,2024-04-22,52,power idea,en,1.481245517730713
152,Christine Lagarde,2024-04-22,73,question face break bottleneck,en,9.061840057373049
152,Christine Lagarde,2024-04-22,74,break bottleneck translation start first bottleneck translation,en,9.061840057373049
152,Christine Lagarde,2024-04-22,98,now gap 25 23 time respectively,en,2.6740822792053223
152,Christine Lagarde,2024-04-22,168,confident succe,en,9.061840057373049
152,Christine Lagarde,2024-04-22,173,1997 history read,en,3.4977898597717285
152,Christine Lagarde,2024-04-22,181,valu 1840 price,en,9.061840057373049
152,Christine Lagarde,2024-04-22,187,forward solow growth model,en,2.6740822792053223
158,Philip R. Lane,2024-04-15,37,latest observation 11 2024,en,9.061840057373049
158,Philip R. Lane,2024-04-15,51,chart 10 downward revision 2024 growth rate projection round,en,9.061840057373049
158,Philip R. Lane,2024-04-15,89,latest observation 11 2024,en,9.061840057373049
158,Philip R. Lane,2024-04-15,92,latest observation 5 2024,en,9.061840057373049
158,Philip R. Lane,2024-04-15,126,latest actual observation 2024 flash,en,1.008133888244629
161,Piero Cipollone,2024-03-27,40,latest observation 2024,en,9.061840057373049
161,Piero Cipollone,2024-03-27,66,latest observation 14 2024,en,9.061840057373049
161,Piero Cipollone,2024-03-27,70,latest observation 22 2024,en,9.061840057373049
161,Piero Cipollone,2024-03-27,72,12 first supply shock unwind,en,3.612136840820313
161,Piero Cipollone,2024-03-27,80,latest observation 2024,en,9.061840057373049
161,Piero Cipollone,2024-03-27,123,latest observation 2024 b 2024 flash,en,9.061840057373049
161,Piero Cipollone,2024-03-27,125,latest observation 2024,en,9.061840057373049
161,Piero Cipollone,2024-03-27,142,three factor particular,en,2.536614418029785
161,Piero Cipollone,2024-03-27,166,latest observation fourth 2023,en,9.061840057373049
161,Piero Cipollone,2024-03-27,205,cost intermediate input profit margin instance matter,en,2.7703819274902344
171,Isabel Schnabel,2024-02-16,112,35 boost productivity,en,9.061840057373049
171,Isabel Schnabel,2024-02-16,194,conclusion conclude,en,9.061840057373049
171,Isabel Schnabel,2024-02-16,223,2002 information technology,en,2.701602935791016
175,Piero Cipollone,2024-02-14,23,4 prepar,en,9.061840057373049
175,Piero Cipollone,2024-02-14,49,mark improvement current situation,en,9.061840057373049
175,Piero Cipollone,2024-02-14,74,high standard privacy data protection regulation,en,1.8555011749267576
177,Piero Cipollone,2024-02-12,17,future reflect liv up spirit,en,1.2683420181274414
177,Piero Cipollone,2024-02-12,56,saving invest home,en,1.946000099182129
177,Piero Cipollone,2024-02-12,107,27 supply shock unwind,en,3.612136840820313
178,Philip R. Lane,2024-02-12,91,dataset spe spr,en,9.061840057373049
178,Philip R. Lane,2024-02-12,130,sector account,en,9.061840057373049
178,Philip R. Lane,2024-02-12,209,2018 capital flow fickle,en,2.6740822792053223
180,Philip R. Lane,2024-02-08,22,latest observation 2024 flash,en,9.061840057373049
180,Philip R. Lane,2024-02-08,26,latest observation 6 2024,en,9.061840057373049
180,Philip R. Lane,2024-02-08,78,latest observation 2024 flash,en,9.061840057373049
180,Philip R. Lane,2024-02-08,125,latest observation fourth 2023,en,9.061840057373049
180,Philip R. Lane,2024-02-08,139,latest observation 2024 cts,en,9.061840057373049
180,Philip R. Lane,2024-02-08,154,latest observation 29 2024,en,9.061840057373049
186,Frank Elderson,2023-12-07,17,effective,en,9.061840057373049
186,Frank Elderson,2023-12-07,22,,en,9.061840057373049
186,Frank Elderson,2023-12-07,39,,en,9.061840057373049
186,Frank Elderson,2023-12-07,50,expert resource not infinite,en,2.788873672485352
186,Frank Elderson,2023-12-07,59,tool exactly,en,1.6444382667541504
186,Frank Elderson,2023-12-07,67,,en,9.061840057373049
186,Frank Elderson,2023-12-07,80,yes tool,en,2.629415512084961
186,Frank Elderson,2023-12-07,106,,en,9.061840057373049
186,Frank Elderson,2023-12-07,153,article 161a b ssm regulation,en,9.061840057373049
186,Frank Elderson,2023-12-07,154,article 161c ssm regulation,en,9.061840057373049
187,Christine Lagarde,2023-12-04,102,form function form,en,9.061840057373049
187,Christine Lagarde,2023-12-04,111,exchange rate mechanism example,en,9.061840057373049
187,Christine Lagarde,2023-12-04,114,flexible result,en,9.061840057373049
198,Christine Lagarde,2023-11-16,2,method simpler,en,9.061840057373049
198,Christine Lagarde,2023-11-16,34,unwise complacent,en,1.073343276977539
198,Christine Lagarde,2023-11-16,55,prerecord 14 2023,en,9.061840057373049
201,Philip R. Lane,2023-11-09,31,latest observation second 2023,en,4.797717094421387
201,Philip R. Lane,2023-11-09,37,latest observation 30 2023,en,9.061840057373049
201,Philip R. Lane,2023-11-09,51,latest observation 30 2023,en,9.061840057373049
201,Philip R. Lane,2023-11-09,68,latest observation 30 2023,en,9.061840057373049
215,Isabel Schnabel,2023-09-25,2,peak 106 2022,en,9.061840057373049
215,Isabel Schnabel,2023-09-25,12,not allclear inflation problem,en,2.788873672485352
215,Isabel Schnabel,2023-09-25,197,43 conclude,en,9.061840057373049
215,Isabel Schnabel,2023-09-25,209,46 strong money growth shock persistent,en,1.0298681259155271
215,Isabel Schnabel,2023-09-25,213,2021 return inflation syndicate 16,en,9.061840057373049
215,Isabel Schnabel,2023-09-25,282,conservative all,en,9.061840057373049
215,Isabel Schnabel,2023-09-25,366,2022 inflation,en,9.061840057373049
218,Frank Elderson,2023-09-20,7,parent two sister,en,9.061840057373049
218,Frank Elderson,2023-09-20,13,part stay forever,en,1.8501863479614256
218,Frank Elderson,2023-09-20,27,setback progress,en,9.061840057373049
218,Frank Elderson,2023-09-20,28,disaster perspective,en,1.2960600852966309
218,Frank Elderson,2023-09-20,29,disappointment vision,en,9.061840057373049
218,Frank Elderson,2023-09-20,46,live up name,en,1.2683420181274414
218,Frank Elderson,2023-09-20,87,finish,en,9.061840057373049
218,Frank Elderson,2023-09-20,95,start,en,9.061840057373049
218,Frank Elderson,2023-09-20,100,world legislation regulation,en,2.9972290992736816
218,Frank Elderson,2023-09-20,123,consequence,en,9.061840057373049
218,Frank Elderson,2023-09-20,137,liv up name promis,en,1.2683420181274414
218,Frank Elderson,2023-09-20,141,little,en,2.0162367820739746
218,Frank Elderson,2023-09-20,142,slowly,en,9.061840057373049
218,Frank Elderson,2023-09-20,149,mean,en,9.061840057373049
218,Frank Elderson,2023-09-20,152,finance polluter,en,2.7703819274902344
218,Frank Elderson,2023-09-20,158,startup biggest multinational,en,2.267709255218506
218,Frank Elderson,2023-09-20,182,done,en,9.061840057373049
222,Christine Lagarde,2023-09-04,63,forward,en,9.061840057373049
222,Christine Lagarde,2023-09-04,68,action communication,en,9.061840057373049
222,Christine Lagarde,2023-09-04,99,30 conclude,en,9.061840057373049
223,Frank Elderson,2023-09-04,23,bank prepar,en,9.061840057373049
223,Frank Elderson,2023-09-04,73,fact happen,en,9.061840057373049
223,Frank Elderson,2023-09-04,92,two strand,en,9.061840057373049
224,Fabio Panetta,2023-09-04,11,5 proposal,en,9.061840057373049
224,Fabio Panetta,2023-09-04,21,cash stay,en,9.061840057373049
224,Fabio Panetta,2023-09-04,29,offline,en,9.061840057373049
224,Fabio Panetta,2023-09-04,37,10 option vital,en,9.061840057373049
226,Christine Lagarde,2023-08-25,12,ensure stability,en,0.9760494232177734
226,Christine Lagarde,2023-08-25,113,38 conclude,en,9.061840057373049
226,Christine Lagarde,2023-08-25,136,comparison 2012 2022,en,9.061840057373049
227,Fabio Panetta,2023-08-03,23,latest observation 2023,en,9.061840057373049
227,Fabio Panetta,2023-08-03,29,dynamic food price case,en,3.047835350036621
227,Fabio Panetta,2023-08-03,35,5 factor play,en,9.061840057373049
227,Fabio Panetta,2023-08-03,57,latest observation 2023,en,9.061840057373049
227,Fabio Panetta,2023-08-03,82,latest observation 24 2023,en,9.061840057373049
227,Fabio Panetta,2023-08-03,145,disinflation right,en,9.061840057373049
229,Philip R. Lane,2023-07-12,48,bank bond yield,en,4.797717094421387
229,Philip R. Lane,2023-07-12,68,latest observation bls first 2023,en,9.061840057373049
229,Philip R. Lane,2023-07-12,86,latest observation 2023 lend rate 2023 policy rate,en,4.797717094421387
229,Philip R. Lane,2023-07-12,93,latest observation 2023,en,9.061840057373049
229,Philip R. Lane,2023-07-12,106,due factor,en,9.061840057373049
229,Philip R. Lane,2023-07-12,116,sample 2019 2022,en,9.061840057373049
229,Philip R. Lane,2023-07-12,119,16 latest observation 2022 left chart first 2023 lsi,en,9.061840057373049
229,Philip R. Lane,2023-07-12,166,however substantial variation firm,en,1.5717406272888184
229,Philip R. Lane,2023-07-12,179,latest observation 2023,en,9.061840057373049
229,Philip R. Lane,2023-07-12,199,latest observation fourth 2022,en,9.061840057373049
232,Fabio Panetta,2023-06-23,47,data period 1 2015 15 2023,en,9.061840057373049
232,Fabio Panetta,2023-06-23,58,data period 1 2016 16 2023,en,9.061840057373049
232,Fabio Panetta,2023-06-23,226,reserve asset asset against stablecoin valu redeem,en,9.061840057373049
248,Isabel Schnabel,2023-05-19,143,lesson future separation,en,1.9051647186279297
248,Isabel Schnabel,2023-05-19,145,ecb clear mandate price stability,en,0.9760494232177734
248,Isabel Schnabel,2023-05-19,197,ecb 2022 transmission protection instrument 21,en,9.061840057373049
248,Isabel Schnabel,2023-05-19,230,1989 sl insurance mess,en,2.7703819274902344
251,Christine Lagarde,2023-05-16,14,together,en,3.431535243988037
251,Christine Lagarde,2023-05-16,16,leadership,en,9.061840057373049
251,Christine Lagarde,2023-05-16,40,honecker two time two four,en,9.061840057373049
251,Christine Lagarde,2023-05-16,59,,en,9.061840057373049
256,Fabio Panetta,2023-04-24,17,alway option,en,2.6116294860839844
256,Fabio Panetta,2023-04-24,18,cash,en,9.061840057373049
256,Fabio Panetta,2023-04-24,35,side access,en,0.9003105163574219
256,Fabio Panetta,2023-04-24,114,reflect future regulatory requirement,en,3.4977898597717285
257,Fabio Panetta,2023-04-24,8,key driver trade notably service,en,3.612136840820313
257,Fabio Panetta,2023-04-24,23,185197 ecb staff calculation,en,9.061840057373049
257,Fabio Panetta,2023-04-24,65,latest observation fourth 2022,en,9.061840057373049
257,Fabio Panetta,2023-04-24,73,2017 calculation,en,9.061840057373049
261,Philip R. Lane,2023-04-19,58,latest observation fourth 2022,en,9.061840057373049
